0.149493,0.189276,0.182067,0.151951,0.191881,0.200600,0.193949,0.229921,0.258740,0.265417,0.228276,0.169326,0.218760,0.310898,0.286060,0.361258,0.502124,0.497635,0.486238,0.447775,0.377163,0.370786,0.420554,0.431974,0.405853,0.293208,0.265736,0.275621,0.276147,0.181292,0.109901,0.129297,0.227011,0.270373,0.279348,0.212376,0.143716,0.172684,0.232227,0.253782,0.200577,0.125457,0.100142,0.096345,0.096299,0.090953,0.085303,0.074824,0.072411,0.074431,0.088058,0.151745,0.206173,0.211305,0.174572,0.132712,0.106911,0.095613,0.105087,0.096260,0.103085,0.106289,0.127913,0.183166,0.183039,0.154857,0.196191,0.238160,0.237021,0.214788,0.191338,0.169212,0.173108,0.145673,0.167746,0.209627,0.229065,0.250038,0.271794,0.258160,0.247378,0.257109,0.265946,0.252313,0.233416,0.213481,0.220929,0.210184,0.182025,0.167675,0.138266,0.196854,0.256789,0.282040,0.258194,0.232013,0.272556,0.280195,0.265548,0.239553,0.265489,0.420419,0.480024,0.382690,0.206933,0.233807,0.254471,0.259794,0.263619,0.260361,0.265201,0.186278,0.513768,0.951751,0.854092,0.846188,0.850635,0.847098,0.845596,0.850159,0.852964,0.852762,0.926919,0.785381,0.294087,0.241571,0.266744,0.286711
0.150195,0.170543,0.184744,0.144974,0.136674,0.160412,0.209451,0.239934,0.251643,0.261580,0.228655,0.163307,0.256802,0.337419,0.298881,0.319955,0.424415,0.492850,0.515368,0.481830,0.426398,0.451094,0.498698,0.458009,0.346598,0.268241,0.257304,0.261727,0.267162,0.188333,0.116207,0.113932,0.181030,0.250065,0.253568,0.198345,0.140895,0.168068,0.186414,0.201934,0.163824,0.116630,0.093653,0.092419,0.098398,0.089893,0.086462,0.074160,0.066285,0.072830,0.081495,0.108241,0.188901,0.219401,0.197019,0.146550,0.101744,0.090353,0.099768,0.101978,0.106576,0.126879,0.172866,0.212560,0.209578,0.194177,0.204897,0.240581,0.245045,0.227938,0.210607,0.174966,0.156860,0.143707,0.171632,0.221610,0.243295,0.254881,0.263858,0.264222,0.262598,0.258723,0.263964,0.267178,0.246536,0.203429,0.223812,0.219978,0.203837,0.191066,0.164605,0.206922,0.251516,0.278141,0.256048,0.239794,0.264915,0.268902,0.269734,0.250373,0.290104,0.431955,0.484366,0.396452,0.209869,0.240130,0.259919,0.260987,0.265943,0.267639,0.266252,0.181241,0.506805,0.944253,0.851340,0.848028,0.845903,0.844431,0.847651,0.848995,0.856200,0.862086,0.929087,0.775135,0.292144,0.244271,0.267727,0.281267
0.149150,0.123243,0.180324,0.146257,0.113027,0.146349,0.211384,0.241641,0.262453,0.256141,0.226353,0.164234,0.270567,0.381370,0.322772,0.345313,0.433380,0.509797,0.529588,0.509614,0.463777,0.453050,0.463312,0.443150,0.370786,0.270378,0.263107,0.278445,0.280769,0.187905,0.118181,0.101878,0.136362,0.172557,0.281833,0.470421,0.141780,0.203309,0.189436,0.156022,0.147207,0.152745,0.143495,0.105652,0.102593,0.088979,0.085561,0.074273,0.075373,0.066713,0.070953,0.088638,0.185870,0.252808,0.243310,0.188668,0.109486,0.094955,0.089126,0.088958,0.095255,0.149126,0.218610,0.239151,0.226223,0.210078,0.236156,0.249727,0.255530,0.244853,0.232216,0.193333,0.172941,0.146609,0.190657,0.240389,0.272738,0.256722,0.244487,0.268851,0.267678,0.263370,0.262750,0.269919,0.236315,0.211012,0.226095,0.232710,0.219665,0.202781,0.171985,0.217453,0.263296,0.269073,0.268680,0.258854,0.258086,0.268966,0.282899,0.260035,0.300467,0.451906,0.470690,0.376611,0.220806,0.245018,0.256760,0.268342,0.269610,0.268960,0.270271,0.176776,0.516655,0.945759,0.851330,0.848423,0.848470,0.847540,0.852244,0.852684,0.866098,0.866218,0.937088,0.774373,0.291803,0.248824,0.280855,0.285479
0.160800,0.118111,0.180018,0.187597,0.161188,0.184417,0.220427,0.246276,0.264779,0.259874,0.219079,0.125462,0.260027,0.447622,0.412765,0.435063,0.468743,0.497699,0.532062,0.446660,0.373046,0.399702,0.397327,0.414286,0.457678,0.356254,0.331322,0.379808,0.343401,0.183846,0.112871,0.103732,0.116859,0.065507,0.423150,0.732802,0.248958,0.251101,0.242755,0.189658,0.172662,0.228331,0.511980,0.188324,0.100233,0.091490,0.080954,0.083559,0.083918,0.079241,0.073657,0.089031,0.209431,0.267657,0.274443,0.201053,0.115344,0.091274,0.084598,0.086657,0.087789,0.154242,0.223384,0.239561,0.212053,0.204391,0.249918,0.260969,0.252362,0.250748,0.236396,0.187509,0.196373,0.176381,0.215219,0.264358,0.281853,0.247053,0.243531,0.273118,0.276247,0.261425,0.258771,0.262565,0.248389,0.236548,0.227331,0.212544,0.222755,0.191722,0.174125,0.241527,0.263026,0.257835,0.268125,0.264493,0.258539,0.270598,0.285794,0.269765,0.316468,0.459475,0.457727,0.348058,0.228940,0.254192,0.251078,0.261648,0.272713,0.267796,0.268445,0.180105,0.543584,0.950734,0.854226,0.856396,0.858967,0.862764,0.856173,0.859476,0.872857,0.871993,0.942237,0.767396,0.294589,0.257939,0.279105,0.281568
0.218613,0.182703,0.172706,0.231188,0.241031,0.239343,0.249841,0.265056,0.269654,0.267432,0.213353,0.100272,0.255924,0.495057,0.469614,0.430770,0.458353,0.475970,0.457177,0.365926,0.349162,0.427264,0.487886,0.513938,0.501135,0.457811,0.422027,0.445213,0.365524,0.177141,0.120045,0.100942,0.112740,0.056918,0.441637,0.728438,0.259430,0.278046,0.271092,0.229838,0.187292,0.234899,0.722600,0.337325,0.054833,0.093553,0.080689,0.087535,0.085268,0.080366,0.072110,0.112818,0.258879,0.299388,0.290637,0.190304,0.116383,0.093514,0.095383,0.093102,0.101585,0.148760,0.217245,0.233426,0.187836,0.190545,0.245639,0.264787,0.258608,0.245596,0.212059,0.175104,0.210389,0.203470,0.228116,0.258214,0.270295,0.268940,0.250654,0.268607,0.269305,0.269661,0.273282,0.266448,0.270841,0.262032,0.225493,0.184296,0.202282,0.175731,0.160581,0.238296,0.258906,0.262432,0.273231,0.280119,0.263340,0.264968,0.273235,0.283588,0.335549,0.456344,0.481695,0.358917,0.232068,0.249685,0.266789,0.261933,0.269608,0.264934,0.267861,0.184557,0.570076,0.965618,0.864403,0.870660,0.864537,0.864161,0.869045,0.868604,0.875420,0.876722,0.946913,0.767175,0.282694,0.251212,0.272801,0.271800
0.246306,0.228653,0.164886,0.241006,0.273755,0.253638,0.260387,0.262467,0.258037,0.264256,0.218695,0.087908,0.268183,0.521517,0.481289,0.476351,0.473543,0.492933,0.468936,0.370952,0.370872,0.413768,0.431535,0.390954,0.395619,0.437271,0.446190,0.417304,0.338292,0.178977,0.128842,0.120722,0.135068,0.069980,0.475578,0.752093,0.273923,0.266280,0.267075,0.249382,0.185838,0.249143,0.739492,0.399181,0.026319,0.103221,0.090393,0.082032,0.080587,0.075775,0.079322,0.131045,0.294051,0.330489,0.289984,0.184285,0.114372,0.093030,0.101666,0.115790,0.129112,0.179969,0.236933,0.241627,0.191607,0.186527,0.246008,0.268701,0.263443,0.259541,0.218461,0.182167,0.204698,0.214207,0.239171,0.267589,0.266208,0.282355,0.269965,0.255499,0.263540,0.275211,0.264380,0.256678,0.261820,0.275876,0.223594,0.182181,0.207680,0.181041,0.167686,0.233578,0.252233,0.255625,0.270916,0.267695,0.271978,0.269634,0.271005,0.266489,0.331902,0.478401,0.484843,0.340143,0.232329,0.248727,0.263704,0.264334,0.262272,0.260137,0.265198,0.184423,0.580975,0.973696,0.863584,0.870855,0.864011,0.867774,0.869123,0.871011,0.878238,0.877366,0.950458,0.760791,0.280286,0.243180,0.267118,0.286722
0.238961,0.242647,0.195916,0.222511,0.259902,0.259872,0.263259,0.278228,0.269928,0.271563,0.226210,0.101414,0.314633,0.561138,0.526808,0.476789,0.461836,0.517635,0.512305,0.473418,0.424473,0.366623,0.371488,0.378433,0.396562,0.390160,0.360351,0.349988,0.315919,0.195053,0.140395,0.141385,0.169256,0.085989,0.483572,0.775357,0.268508,0.243747,0.260061,0.248238,0.172195,0.262035,0.750910,0.441707,0.036920,0.106196,0.087955,0.082012,0.082694,0.079943,0.081983,0.135221,0.303590,0.350639,0.306257,0.202496,0.131139,0.091828,0.092290,0.129897,0.139846,0.204876,0.255809,0.266671,0.217363,0.203447,0.251222,0.262755,0.262153,0.251634,0.213275,0.177026,0.209151,0.208398,0.244806,0.261894,0.252050,0.270076,0.271065,0.254117,0.259142,0.269567,0.276029,0.254532,0.257219,0.262675,0.235637,0.201695,0.213758,0.199191,0.163171,0.218684,0.260466,0.270764,0.268172,0.253447,0.283777,0.283092,0.275293,0.251145,0.334143,0.479667,0.479047,0.343409,0.246195,0.258410,0.253074,0.269844,0.257958,0.252692,0.263314,0.189532,0.592979,0.976454,0.861733,0.867566,0.863221,0.868280,0.869869,0.877813,0.871116,0.874889,0.947307,0.753679,0.268181,0.249207,0.264978,0.273822
0.185088,0.223481,0.250988,0.215673,0.224735,0.263409,0.264969,0.281391,0.292529,0.274162,0.227068,0.125173,0.362732,0.581599,0.540335,0.504687,0.476790,0.531209,0.559268,0.533194,0.436053,0.339108,0.339976,0.335633,0.339575,0.317234,0.291297,0.340221,0.323521,0.203181,0.160608,0.158465,0.192739,0.101144,0.495818,0.846092,0.262275,0.219344,0.250360,0.231824,0.151471,0.335562,0.825734,0.492412,0.070591,0.110756,0.094172,0.094062,0.088445,0.082222,0.080321,0.137216,0.307978,0.378645,0.315253,0.204271,0.129087,0.093422,0.101649,0.107086,0.142926,0.220631,0.255042,0.276064,0.248227,0.248763,0.269258,0.275675,0.272726,0.242610,0.220245,0.197589,0.209846,0.210604,0.246769,0.267435,0.261051,0.279591,0.275855,0.269038,0.266281,0.265400,0.278755,0.283640,0.246557,0.209570,0.197391,0.226035,0.233130,0.212237,0.174005,0.196492,0.244765,0.291639,0.266338,0.249007,0.276001,0.293071,0.281191,0.269960,0.335915,0.474200,0.462028,0.327049,0.259588,0.254493,0.261169,0.275182,0.273191,0.267528,0.267796,0.192565,0.616352,0.974503,0.863641,0.868159,0.862655,0.869456,0.870617,0.872609,0.874897,0.878165,0.940687,0.757992,0.270226,0.256855,0.280256,0.283528
0.154871,0.195068,0.249796,0.234630,0.232612,0.261999,0.267402,0.285457,0.285751,0.268274,0.226464,0.148357,0.397360,0.569523,0.537270,0.535882,0.520017,0.531233,0.559596,0.460680,0.367336,0.327923,0.350110,0.346208,0.333818,0.326707,0.344309,0.398338,0.353842,0.194806,0.181913,0.171162,0.203024,0.120886,0.503975,0.926414,0.343931,0.172231,0.215868,0.149716,0.289832,0.630461,0.783920,0.544592,0.104962,0.115172,0.094561,0.092101,0.092963,0.095049,0.089998,0.134603,0.308592,0.379154,0.323485,0.203640,0.118666,0.094998,0.099787,0.096489,0.135553,0.210926,0.256997,0.274415,0.265316,0.255323,0.264807,0.272779,0.287810,0.268664,0.248380,0.211290,0.218388,0.206546,0.235260,0.264161,0.276788,0.274099,0.276803,0.275432,0.270403,0.269135,0.261864,0.286228,0.252664,0.183419,0.190885,0.222047,0.224819,0.220026,0.194103,0.208827,0.252015,0.284456,0.283920,0.251929,0.261819,0.278074,0.300818,0.283574,0.339851,0.481362,0.446810,0.301356,0.277783,0.265588,0.281053,0.272311,0.277884,0.271295,0.271705,0.190356,0.619599,0.978858,0.864758,0.866327,0.864404,0.870133,0.879437,0.873736,0.882640,0.872307,0.947945,0.755011,0.286811,0.266488,0.286364,0.283460
0.208070,0.209270,0.237558,0.257044,0.257994,0.262574,0.281290,0.286495,0.286725,0.265175,0.211836,0.175290,0.443465,0.537337,0.530647,0.540223,0.545219,0.530893,0.502917,0.352537,0.333076,0.381801,0.403758,0.362122,0.363523,0.380051,0.406592,0.494451,0.367606,0.196786,0.191414,0.175642,0.195850,0.134299,0.523385,0.926505,0.583704,0.210596,0.184731,0.150970,0.576012,0.734215,0.759274,0.602255,0.149283,0.112077,0.097584,0.092749,0.096769,0.092699,0.098104,0.138669,0.306848,0.360406,0.333375,0.194603,0.121537,0.101283,0.098971,0.099301,0.131905,0.213457,0.260965,0.283832,0.270994,0.259722,0.268958,0.285341,0.309147,0.285016,0.259383,0.219868,0.227334,0.219104,0.233894,0.261201,0.282818,0.266776,0.262225,0.270855,0.286764,0.272285,0.255617,0.272384,0.264711,0.211364,0.208709,0.209004,0.220995,0.219313,0.190487,0.219647,0.256756,0.253638,0.284973,0.286827,0.251668,0.270437,0.301119,0.284953,0.342343,0.487209,0.449354,0.319152,0.267637,0.269917,0.275679,0.271568,0.280923,0.274443,0.265072,0.194530,0.627082,0.973777,0.861363,0.876517,0.865413,0.869499,0.875259,0.872276,0.871649,0.880862,0.947406,0.762147,0.280936,0.263704,0.281487,0.279731
